<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.01.20	00:03:30.788	157.986	158.178			6
2026.01.20	00:04:00.298	157.986				2
2026.01.20	00:04:31.069		158.178			4
2026.01.20	00:05:00.269	157.987	158.179			6
2026.01.20	00:05:00.582	157.989	158.180			6
2026.01.20	00:05:02.123	157.996	158.184			6
2026.01.20	00:05:06.141	157.997				2
2026.01.20	00:05:38.550	157.996				2
2026.01.20	00:05:40.709		158.186			4
2026.01.20	00:05:44.094		158.185			4
2026.01.20	00:05:44.402		158.184			4
2026.01.20	00:06:00.099	157.996				2
2026.01.20	00:06:00.410	157.997				2
2026.01.20	00:06:05.637	157.996				2
2026.01.20	00:06:08.722	157.995				2
2026.01.20	00:06:16.734	157.994				2
2026.01.20	00:06:21.347	157.995				2
2026.01.20	00:06:29.383	157.994				2
2026.01.20	00:06:36.486	157.993	158.183			6
2026.01.20	00:06:47.916		158.180			4
2026.01.20	00:06:51.622		158.183			4
2026.01.20	00:07:00.274	157.993				2
2026.01.20	00:07:00.894	157.994	158.179			6
2026.01.20	00:07:11.406	157.993	158.180			6
2026.01.20	00:07:38.648	157.991	158.182			6
2026.01.20	00:07:43.584	157.992	158.184			6
2026.01.20	00:07:43.889		158.183			4
2026.01.20	00:07:47.286	157.993	158.182			6
2026.01.20	00:07:57.206	157.995	158.179			6
2026.01.20	00:08:00.309	157.995				2
2026.01.20	00:08:23.177	157.992	158.180			6
2026.01.20	00:08:35.242		158.181			4
2026.01.20	00:08:38.959	157.993	158.182			6
2026.01.20	00:08:51.040	157.992	158.181			6
2026.01.20	00:09:00.034	157.992				2
2026.01.20	00:09:00.665		158.182			4
2026.01.20	00:09:05.309	157.993	158.180			6
2026.01.20	00:09:26.112	158.058	158.177			6
2026.01.20	00:09:27.256	158.063				2
2026.01.20	00:09:34.096	158.028	158.170			6
2026.01.20	00:09:53.426	158.048	158.183			6
2026.01.20	00:09:54.345	158.081				2
2026.01.20	00:09:54.653	158.048	158.169			6
2026.01.20	00:09:55.678	158.081	158.183			6
2026.01.20	00:09:56.702	158.048	158.169			6
2026.01.20	00:09:57.715	158.081	158.183			6
2026.01.20	00:09:58.190	158.048				2
2026.01.20	00:10:00.376	158.048				2
2026.01.20	00:10:02.812		158.184			4
2026.01.20	00:10:03.421		158.182			4
2026.01.20	00:10:12.001	158.042				2
2026.01.20	00:10:33.311		158.183			4
2026.01.20	00:10:37.967	158.041				2
2026.01.20	00:11:00.258	158.041				2
2026.01.20	00:11:05.816	158.046	158.182			6
2026.01.20	00:11:07.267	158.048				2
2026.01.20	00:11:07.786	158.042	158.183			6
2026.01.20	00:11:08.713	158.048	158.182			6
2026.01.20	00:11:13.984	158.042				2
2026.01.20	00:11:14.916	158.048				2
2026.01.20	00:11:17.968		158.181			4
2026.01.20	00:11:18.277		158.182			4
2026.01.20	00:11:20.277	158.042				2
2026.01.20	00:11:21.209	158.048	158.181			6
2026.01.20	00:11:26.465	158.041	158.184			6
2026.01.20	00:11:27.390	158.048	158.181			6
2026.01.20	00:11:32.793	158.041	158.184			6
2026.01.20	00:11:33.721	158.048	158.181			6
2026.01.20	00:11:34.189		158.180			4
2026.01.20	00:11:46.790		158.179			4
2026.01.20	00:12:00.290	158.048				2
2026.01.20	00:12:01.491		158.178			4
2026.01.20	00:12:16.492		158.177			4
2026.01.20	00:12:30.890		158.176			4
2026.01.20	00:12:49.791		158.175			4
2026.01.20	00:13:03.481	158.048				2
2026.01.20	00:13:11.090		158.174			4
2026.01.20	00:13:16.790		158.175			4
2026.01.20	00:13:22.790		158.174			4
2026.01.20	00:13:48.890		158.173			4
2026.01.20	00:14:02.090	158.048				2
2026.01.20	00:14:20.529	158.049				2
2026.01.20	00:14:24.292		158.172			4
2026.01.20	00:15:00.529	158.049				2
2026.01.20	00:15:04.793		158.171			4
2026.01.20	00:15:21.705	158.055	158.172			6
2026.01.20	00:15:22.310		158.159			4
2026.01.20	00:15:24.149		158.172			4
2026.01.20	00:15:25.030	158.049	158.170			6
2026.01.20	00:15:25.791		158.169			4
2026.01.20	00:15:30.528	158.050				2
2026.01.20	00:15:48.500		158.166			4
2026.01.20	00:15:56.264		158.168			4
2026.01.20	00:16:00.529	158.050				2
2026.01.20	00:16:59.390		158.168			4
2026.01.20	00:17:00.528	158.050				2
2026.01.20	00:17:11.691		158.169			4
2026.01.20	00:17:20.527	158.051				2
2026.01.20	00:18:00.529	158.051				2
2026.01.20	00:18:11.990		158.169			4
2026.01.20	00:19:00.290	158.051				2
2026.01.20	00:19:18.889		158.169			4
2026.01.20	00:19:50.527	158.052				2
2026.01.20	00:20:00.528	158.052				2
2026.01.20	00:20:19.190		158.169			4
2026.01.20	00:20:20.189	158.051				2
2026.01.20	00:20:30.528	158.052				2
2026.01.20	00:21:00.529	158.052				2
2026.01.20	00:21:08.691		158.168			4
2026.01.20	00:22:08.246	158.052				2
2026.01.20	00:22:09.399		158.168			4
2026.01.20	00:23:00.170	158.052				2
2026.01.20	00:23:10.195		158.168			4
2026.01.20	00:24:00.530	158.052				2
2026.01.20	00:24:15.589		158.168			4
2026.01.20	00:24:45.582	158.071				2
2026.01.20	00:24:46.192	158.072				2
2026.01.20	00:24:48.633	158.071				2
2026.01.20	00:24:53.893	158.070				2
2026.01.20	00:24:54.823	158.072				2
2026.01.20	00:24:56.059		158.166			4
2026.01.20	00:25:00.075	158.072				2
2026.01.20	00:25:03.156	158.073				2
2026.01.20	00:25:03.465	158.070				2
2026.01.20	00:25:03.776	158.071				2
2026.01.20	00:25:12.730	158.074				2
2026.01.20	00:25:23.230	158.075				2
2026.01.20	00:25:33.426	158.073				2
2026.01.20	00:25:39.900	158.067	158.153			6
2026.01.20	00:25:40.821	158.066				2
2026.01.20	00:25:41.124	158.065				2
2026.01.20	00:25:41.434	158.064				2
2026.01.20	00:25:42.053	158.067	158.152			6
2026.01.20	00:25:48.794	158.039	158.141			6
2026.01.20	00:25:49.114	158.037				2
2026.01.20	00:25:49.729	158.039				2
2026.01.20	00:25:50.037	158.042				2
2026.01.20	00:25:52.821	158.040				2
2026.01.20	00:25:55.592	158.046				2
2026.01.20	00:25:58.377	158.048				2
2026.01.20	00:26:00.235	158.048				2
2026.01.20	00:26:02.393		158.147			4
2026.01.20	00:26:03.317		158.141			4
2026.01.20	00:26:06.719	158.049				2
2026.01.20	00:26:11.045	158.044				2
2026.01.20	00:26:13.207	158.045				2
2026.01.20	00:26:23.082	158.044				2
2026.01.20	00:26:25.248	158.047				2
2026.01.20	00:26:25.863		158.140			4
2026.01.20	00:26:33.279	158.043				2
2026.01.20	00:26:35.442	158.048				2
2026.01.20	00:26:42.551	158.049				2
2026.01.20	00:26:43.476	158.048				2
2026.01.20	00:26:49.037	158.045	158.138			6
2026.01.20	00:26:50.889	158.046				2
2026.01.20	00:27:00.159	158.046				2
2026.01.20	00:27:07.889	158.045				2
2026.01.20	00:27:09.122	158.046				2
2026.01.20	00:27:14.679	158.045				2
2026.01.20	00:27:16.529	158.044				2
2026.01.20	00:27:20.238	158.039				2
2026.01.20	00:27:20.551	158.042				2
2026.01.20	00:27:31.077	158.046				2
2026.01.20	00:27:35.101	158.047				2
2026.01.20	00:27:49.322		158.138			4
